id	text	labels
PMC2695202_23	"The thiol antioxidant glutathione (GSH) is concentrated in epithelial lining fluid compared with plasma and has an important protective role in the airspaces and intracellularly in epithelial cells. Several studies have suggested that GSH homeostasis may play a central role in the maintenance of the integrity of the lung airspace epithelial barrier. Decreasing the levels of GSH in epithelial cells leads to loss of barrier function and increased permeability (Morrison et al 1999). Human studies have shown elevated levels of glutathione in epithelial lining fluid in chronic cigarette smokers compared with non-smokers (Morrison et al 1999). However, this increase is not present immediately after acute cigarette smoking (Morrison et al 1999). The two-fold increase in BALF GSH in chronic smokers may not be sufficient to deal with the excessive oxidant burden during smoking, when acute depletion of GSH may occur (Harju et al 2002). In addition, the immunoreactivity of -glutamylcysteine synthetase (-GCS; now called as glutmate cysteine ligase, GCL), the rate limiting enzyme in GSH synthesis, was decreased in the airways of smokers compared to nonsmokers, suggesting that cigarette smoke predisposes lung cells to ongoing oxidant stress (Harju et al 2002). Neurohr and colleagues recently showed that decreased GSH levels in BALF cells of chronic smokers were associated with a decreased expression of -GCS/GCL-light subunit without a change in -GCS/GCL-heavy subunit expression (Neurohr et al 2003). Increasing the activity of -GCS/GCL, would be expected to increase cellular GSH levels. The induction of -GCS/GCL by molecular means to increase cellular GSH levels or -GCS/GCL gene therapy also holds great promise in protection against chronic inflammation and oxidant-mediated injury in COPD.
"	HP_0006510;HP_0011010;HP_0011009
PMC2695202_43	"In an attempt to reduce the potential for systemic side effects and to administer relatively higher doses to the lung, inhaled PDE4 inhibitors are being developed. GSK842470 (AWD-12-281) was licensed from Elbion and reached Phase II for asthma and COPD but there have been unconfirmed reports that it had no advantage over oral PDE4 inhibitors. This compound no longer appears on GSKs pipeline but remains in development for rhinitis by Elbion. Currently, GSK (SB256066, Phase I) and Pfizer (Phase II) are reported to have inhaled PDE4 inhibitors in clinical development for COPD.
"	HP_0012384;HP_0002099;HP_0006510
PMC2695202_7	"One of deleterious outcomes of oxidative stress is the remodeling of ECM leading to lung injury. ROS activate latent proforms of matrix metalloproteinase (MMP) (Lindholt et al 2003), and antioxidant species decrease MMP expression and activation (Rajagopalan et al 1996). Cigarette smoke treatment of alveolar macrophages from subjects with COPD induced increased release of MMP-9 compared to that of non-smokers. MMP-9 has an ECM degrading activity, thus suggesting the role of oxidative components of cigarette smoke in increased elastolytic enzyme activity (Russell et al 2002). Increased proteolytic load due to MMP-9 has been attributed to increased neutrophil recruitment in the lungs that triggers degradation of ECM and basement membrane in the airways and lungs. Antioxidants N-acetylcysteine and pyrrolidine dithiocarbamate, and the NADPH oxidase inhibitors diphenylene iodonium chloride and apocynin decreased the production of MMP-2 and -9 in alveolar macrophages from surfactant protein D-deficient mice (Yoshida et al 2001). However, a recent study showed that mice lacking gp91phox, a phagocyte-specific component of the NADPH oxidase, developed extensive, spontaneous emphysematous destruction of their peripheral air spaces (Kassim et al 2005). In addition, peritoneal macrophages from gp91phox-null mice had greater MMP-12 activity than macrophages from wild type mice (Kassim et al 2005). These findings indicate that reactive intermediates provide a physiological mechanism to protect tissues from excessive macrophage-mediated damage during inflammation. Factors other than oxidative stress, such as ozone and lipid peroxides also induce collagen I and MMP-1 gene expression (Choi et al 1994). Other forms of oxidative stress derived from tert-butyl hydroperoxide and iron can also modify collagen synthesis, by a mechanism presumably involving redox sensor/receptor.
"	HP_0006510
PMC2699821_0	"The term, chronic obstructive pulmonary disease (COPD), is of relatively recent origin but is related to the terms chronic bronchitis and emphysema that refer to some subsets of patients with COPD. These terms have a long history that can be traced as far back as the seventeenth and nineteenth centuries, respectively.1,2 Laennec, in his 1837 treatise, gave the first clinical description of emphysema.3 The respiratory world had to wait another hundred years before a spirometer could be designed to measure time-dependent expiratory volumes4 and allow the physiology of airflow obstruction to be studied. Two phenotypes of COPD emerged, the so-called American Emphysema and British Bronchitis. Both Fletcher and Burrows showed similarities between these two conditions,5,6 which were later shown to have similar mortality.7 It is worth noting that at this stage the definition of COPD was clinicoradiological.7 William Briscoe is believed to be the first person to use the term COPD in discussions at the 9th Aspen Conference8 and Sukumalchantra and Williams were one of the first groups of authors to publish data using the term COPD.9 Following these earlier works, the anatomic location of the primary lesion in COPD was shown to be the small airway and the basis of COPD pathology was suggested to be inflammation.1012 In 1995 both the American Thoracic Society and the European Respiratory Society published for the first time standards for the diagnosis of COPD.13,14 These standards established the spirometric basis for the definition of COPD.
"	HP_0006510;HP_0004469;HP_0012387;HP_0011010;HP_0004438
PMC2699821_1	"COPD is now defined by airflow obstruction, which may be associated with chronic bronchitis, bronchiolitis, or emphysema.13 Other synonyms that have historically been associated with COPD include chronic obstructive bronchitis, chronic airflow limitation, chronic airflow obstruction, chronic airways obstruction, nonreversible obstructive airways disease, chronic obstructive airways disease, chronic obstructive lung disease, and some cases of chronic asthma.15
"	HP_0004469;HP_0011950;HP_0006510;HP_0012387;HP_0011010
PMC2699821_12	"Since the publication of the ISOLDE Study,50 which used a treatment-based definition of exacerbation and the initial results of the London COPD Study, which like Anthonisen, did not, there has been debate about the true incidence of COPD exacerbations. This question has now been answered by the INSPIRE Study which is the first long-term study of COPD exacerbations to compare the two types of exacerbations using the so-called symptom-based definition as well as the treatment-based definition.47,51 The results of the INSPIRE study show that if a symptom-based definition is used exclusively then the exacerbation rate detected is 3 per year but if a treatment-based definition is used then the rate detected is approximately 50% of this or about 1.5 exacerbations per year. Thus about 50% of symptom-defined COPD exacerbations are not treated by physicians and this may represent a different type of exacerbation.
"	HP_0006510
PMC2699821_19	"Measurement of health status in COPD has become more frequent since the work of Jones and colleagues71 and it is a European requirement that all clinical trials of new drugs for COPD should incorporate a symptomatic measure, such as a health status questionnaire, as a coprimary endpoint.72
"	HP_0006510
PMC2699821_26	"Data from the Office of National Statistics in the United Kingdom showed that there were 203,193 hospital admissions for COPD in 1994.97 The average length of inpatient stay was 9.9 days. The National Health Service Executive published data in 1996 showing that the medical cost of COPD in the United Kingdom was 846 million or 1,154 per person per year.98 The bulk of this cost was due to pharmaceutical treatment.99 Similar data from the United States showed that 72.8 % of yearly expenditure of US$14.7 billion was due to hospitalization and that approximately 50% of the total Medicare payments for those with COPD were incurred by approximately 10% of the Medicare beneficiaries (Division of Epidemiology, NHLBI).
"	HP_0006510
PMC2699821_31	"Using a service-based definition of COPD exacerbation defined by need for emergency department treatment, SolerCatalua and colleagues were able to show for the first time that exacerbation frequency influenced mortality.66 This was a study of 304 men with COPD in Spain over 5 years. The study showed that patients with 3 or more exacerbations had a survival rate of 30% at 5 years whereas those without exacerbation had a survival rate of 80%. Survival rate was also influenced by need for readmission, those requiring readmission having a 20% survival at 5 years.66
"	HP_0006510;HP_0004438
PMC2699821_34	"The first long-term randomized controlled trial (RCT) of ICS to show a significant effect in COPD was the ISOLDE study of 751 UK subjects with FEV1 < 85%. The rationale for the ISOLDE study was based on 3 previous studies all having positive effects on FEV1 decline. One, a large, retrospective, open-label study, involved oral corticosteroids;105 another study was conducted in a combined pool of asthma and COPD patients;106,107 and finally, meta-analyses of ICS including (beclomethasone users).108 Though the ISOLDE study aimed for all severities of COPD, the mean FEV1 at recruitment was in fact 50% (SD 14.7%). This was the first prospective study to find an effect of ICS on any outcome measure in COPD. The study found no difference in the primary endpoint that was the annual decline in FEV1 in common with previous studies of budesonide.58,109 However the ISOLDE study found a 25% reduction in exacerbation rates in the fluticasone (500 g BD) arm compared to the placebo arm.50 Fluticasone propionate significantly reduced the rate of decline in quality of life, delaying the average time for a clinically important reduction in health status from 15 to 24 months compared to placebo. This was a landmark study in COPD therapeutics as it showed for the first time that health status declines at a measurable rate of 3.2 unit/year (in the placebo arm) and further that this outcome may be modified.63,110 From then on health status and exacerbation rates became accepted outcome measures in most interventional studies in COPD.
"	HP_0006510;HP_0002099
PMC2699821_36	"Following the essentially negative Vestbo and Pauwels studies two further studies of budesonide in more severe COPD patients (FEV1 36%) over 1 year with primary outcome measure as the rate of oral steroid-treated exacerbations, also found no effect for the ICS on exacerbation rate112,113 and only one study found improved quality of life in the ICS arm.113 It is likely that the difference between outcomes in the two studies was due to the differing designs. Medications were withdrawn prior to recruitment in the Szafranski study112 but patients in the Calverley study113 were optimized with oral steroid therapy prior to randomization as was done in the ISOLDE Study. Though the primary outcome measure of both the Calverley and Szafranski studies was exacerbation rate, it is interesting that both studies found only a trend toward a reduced exacerbation rate in the budesonide arm. Thus it is likely that they were underpowered to detect a difference in effects of ICS and had they been conducted over a longer period (eg, the ISOLDE Study, 3 years) the results might have been different. However we cannot draw definitive conclusions on relative efficacy of these ICS in COPD from these studies as there have been no head to head comparisons between fluticasone and budsonide
"	HP_0006510;HP_0012828
PMC2699821_52	"These are a class of nonsteroidal anti-inflammatory drugs that may be useful in COPD. Prior comparative studies with LABAs have not shown much promise150 but in a recent RCT involving 110 COPD patients, the theophylline arm was associated with a lower frequency of COPD exacerbations, fewer days of COPD exacerbations and improved quality of life indices. Mortality data were not available for this study.151 The only large controlled study of the newer phosphodiesterase inhibitors is a 647-patient study of cilomilast, which has reported a 39% reduction in exacerbation rates and an improvement in health status using the SGRQ by 4.1 units compared with placebo (p = 0.001).152 Inhibition of another receptor subtype (PDE7A) has also been suggested to lead to decreased inflammation in COPD.153 Our understanding of prevention of COPD exacerbations using this class of drugs is evolving.
"	HP_0006510;HP_0004438
PMC2699821_61	"The sections above have highlighted the many therapies that have demonstrated efficacy in reducing exacerbation rate, and thereby impacting favorably on health status and mortality. In this section we will review data on safety and tolerability for the more commonly used pharmacologic interventions where there have been several consistent results. However, the key point remains as to whether such interventions are safe, and tolerable. This is the subject of the following two sections. Only then can we achieve the Holy Grail of pharmacotherapy in providing the right drug, at the right dose, to the right patient at the right time.
"	HP_0004438
PMC2699821_64	"The TORCH trial104 showed that even in highly motivated and monitored clinical trial environments 34% of patients had discontinued a LABAICS combination at 3 years, and this rate (and those of the individual components) was significantly better than placebo. Withdrawal from the combination was significantly lower than that with the components alone, suggesting a relationship between efficacy and tolerability. This withdrawal rate matched that for the LABAICS combination in the INSPIRE trial,47 a head-to-head comparison with the long-acting anticholinergic drug tiotropium bromide and in which tiotropium was associated with a 42% withdrawal rate. Interpretation of the data from the INSPIRE study has not been supported by that of the UPLIFT study which showed a lower dropout rate in the tiotropium arm, though the designs of these two studies were different in that the INSPIRE study was largely a comparison of two arms each with monotherapy but the UPLIFT study allowed polytherapy in each arm.136 In the OPTIMAL Study137 premature discontinuation rates were as follows: 47% (tiotropiumplacebo), 43% (tiotropiumsalmeterol) and 26% (tiotropiumSFC) (p < 0.001). Discontinuation was due to a perceived lack of medication efficacy or physician directed and due to a perceived deterioration in health status. Of these early withdrawals the proportion receiving an open label ICSLABA combination were 74%, 70% and 54%, respectively.137 These results appear to support those of the INSPIRE study on withdrawals and may indicate a trend in patient preference. However compliance/satisfaction within a trial may not reflect behavior in clinical practice. One retrospective study in the Netherlands found that about 37% of new users of tiotropium continued treatment for 1 year, compared with 14% for ipratropium, 13% for LABA, and 17% for ICSLABA but compliance was increased in all groups after hospitalization.182 These results are supported by those of a Canadian study of inhaled steroids between 1990 and 1995.183 Differential withdrawal rates also complicate interpretation of data from trials, as a greater number of more severe patients are likely to withdraw from the placebo arm leaving the placebo arm containing a higher proportion of milder patients, potentially biasing against the beneficial effects of an intervention but also making an intent to treat analysis difficult (Table 2).
"	
PMC2699974_17	"Upper airway instrumentation (eg, tracheal intubation) and inhalation of irritants (eg, desflurane, external disinfectants) may trigger vagally-mediated reflex bronchoconstriction thereby promoting the expiratory collapse of the peripheral airways with incomplete lung alveolar emptying (Berry et al 1999; Goff et al 2000).
"	
PMC2699974_22	"Similarly, simple information from the patients history and clinical examination such as an altered sensorium, the inability to climb at least two flights of stairs and functional dependency (ie, need for assistance in daily life activities) have been shown to be predictive of major postoperative cardiopulmonary complications. More sophisticated physiological assessment such as the determination of the anaerobic threshold during exercise (maximal oxygen consumption, VO2 max) and the six minutes walking test also provides valuable prognostic information in borderline patients (Win et al 2005). Before lung resection, a VO2 max less than 15 ml/kg/min, a walking distance less than 300 m over 6 minutes or the inability to climb at least four flights of stairs are better predictors than spirometric variables to discriminate those patients who will, or will not, develop cardiopulmonary complications. Diminished cardiac and pulmonary physiological reserves should be differentiated from muscular deconditioning due to chronic debilitating illnesses as possible causes of reduced aerobic exercise capacity.
"	
PMC2699974_28	"As demonstrated by chest imaging techniques, atelectatic areas develop in almost 90% of anesthetized patients, involving as much as 5%20% of the total lung volume, predominantly in its dependent parts (Hedenstierna and Edmark 2005). By changing the position from upright to supine in healthy adults, the FRC is reduced by 0.81.0 L and there is a further decrease by 0.40.5 L after the induction of anesthesia. The reduction in FRC (from 3.5 to 2 L, near the residual volume) corresponds to the formation of atelectasis and low ventilation-perfusion areas (Figure 1) that in turn reduce the compliance of the respiratory system (from a mean of 95 to 60 ml/cm H2O). Not surprisingly, the size of the atelectatic areas correlates with the decrease in FRC and the fall in arterial oxygen saturation (Lindberg et al 1992).
"	HP_0100750
PMC2699974_30	"General anesthetic agents modulate the respiratory function at 3 key levels: (1) the central medullary command and the neural reflex ventilatory pathways, (2) the airways involving muscular tone and mucociliary clearance, and (3) the hypoxic pulmonary vasoconstriction (HPV) which controls the distribution of blood flow versus ventilation (Table 4). Of note, the anesthetic-induced impairment in respiratory function is only transient and the breathing pattern completely normalizes within 2 to 6 hours after anesthesia emergence in volunteers and following peripheral or lower abdominal procedures.
"	HP_0002093
PMC2699974_60	"To prevent myocardial infarct, implementation of pharmacological cardioprotective regimen is recommended in patients with known coronary artery disease or clinical risk factors (Fleisher et al 2006). Anti-adrenergic agents, platelet anti-aggregants and/or statins should be continued or started preoperatively (Karthikeyan and Bhargava 2006). Although beta-adrenergic blockers are contra-indicated in case of moderate-to-severe bronchospastic disorders, a meta-analysis supports the safety of selective beta1-blockers in the majority of COPD patients in whom FEV1 remains stable. In these circumstances, inhaled beta-2 adrenergic agonists are still effective in alleviating acute bronchoconstrictive exacerbations, despite chronic beta-blockade (McGory et al 2005). Patients with combined bronchospastic and coronary artery diseases might benefit from the administration of alpha-2 adrenergic agonists (ie, clonidine, dexmedetomidine). Indeed, these agents are devoid of any bronchospastic effect and have been shown to prevent myocardial ischemia while reducing anesthetic/analgesic requirements and blunting thermoregulatory shivering during the perioperative period (Salpeter et al 2004).
"	HP_0001677;HP_0006510;HP_0001658;HP_0011009
PMC2699974_7	"In 1999, Lee et al (1999) analyzed a comprehensive large-scale surgical database and identified 5 independent risk factors for major postoperative cardiac complications: (1) evidence for coronary artery disease, (2) history of cerebrovascular disease (stroke, ischemic attack), (3) moderate-to-severe renal insufficiency (serum creatinine greater than 180 mm/L), (4) diabetes mellitus, and (5) high-risk surgery (chest, abdominal, vascular). After validation in further prospective studies (Boersma et al 2005), these five items have been incorporated in a Revised Cardiac Risk Index (RCRI) which has been endorsed by the American College of Cardiology and American Heart Association (ACC/AHA) (Fleisher et al 2006). Noteworthy, patients presenting with one or more of these risk factors (RCRI), particularly those with limited exercise capacity (less than 4 MET; 1 MET = basal metabolic rate) and those undergoing major surgical procedure should be considered for preoperative non-invasive testing in order to exclude poor ventricular function, valvular dysfunction or silent coronary artery disease. Ultimately, preoperative clinical assessment (RCRI) and cardiac testing (thallium scintigraphy, echocardiography, stress test) are most useful to identify patients with ischemic heart diseases who might benefit from preoperative revascularization and perioperative cardiac protective techniques (ie, beta-blockers, anti-platelets, statines) (Fleisher et al 2006).
"	HP_0001677;HP_0000083;HP_0000819;HP_0001297
PMC2699974_70	"In patients with healthy lungs, lung recruitment maneuvers are more effective than application of continuous PEEP to prevent or reverse intra-operative atelectasis (Rothen et al 1999; Oczenski et al 2004). Re-opening 50%100% of atelectatic areas requires that a plateau airway pressure of 30 to 40 cm H2O should be maintained for 7 seconds in patients with healthy lungs. Such a large inflation corresponds to the maximal inspiratory volume (vital capacity) which may transiently compromise hemodynamics by influencing preload, afterload and contractility of the ventricules. In morbidly obese patients, Wahlen et al demonstrated the efficacy of alveolar recruitment to improve oxygenation. However, the positive ventilatory effects were short lived and associated with greater requirements for vasopressors (Whalen FX et al 2006).
"	HP_0100750
PMC2699974_71	"In COPD patients, intermittent positive pressure ventilation (IPPV) may aggravate dynamic hyperinflation and cause premature closure of small airways leading to further ventilation/perfusion mismatch (Alvisi et al 2003). Accordingly, ventilatory settings should be precisely adjusted to maximize alveolar gas emptying and to avoid dynamic hyperinflation (low frequency rate, inspiratory/expiratory ratio; intrinsic PEEP) (Figure 2).
"	HP_0006510
PMC2699974_90	"Strong scientific evidence supports the concept that patient safety and surgical outcome may be improved by preoperative screening of these high risk patients, optimisation of organ function, control of the neuroendocrine and inflammatory response as well as standardization of health care processes.
"	
PMC2699974_98	"Multimodal analgesic regimen for blocking nociceptive inputs
"	
PMC2706597_13	"Barach and Bickerman (1956) edited the first comprehensive text book, Pulmonary emphysema, which nicely describes the treatment of the era. These two physicians were early champions of treatment for emphysema. Contributors to this book included Dayman, the first to recognize the spirometric and flow volume patterns indicative of dynamic expiratory airway collapse in emphysema; Dickerson Richards, Nobel Laureate, who wrote on the pulmonary circulation and cor pulmonale; Reuben Cherniack, who described respiratory acidosis and has made major contributions to our understanding of the diagnosis and treatment of emphysema for over half a century; and Menelee and Callaway, who described pulmonary function tests in emphysema patients. In all, 17 leading clinicians and clinical scientists contributed to this classic volume of the 1950s.
"	HP_0002097;HP_0001648;HP_0005972
PMC2706597_2	"The beginnings of our clinical understanding of the chronic bronchitis component of COPD can be traced to Badham (1814), who used the word catarrh to refer to the chronic cough and mucus hypersecretion that are cardinal symptoms. He described bronchiolitis and chronic bronchitis as disabling disorders (Badham 1814).
"	HP_0004469;HP_0011950;HP_0006510;HP_0011010
PMC2706597_21	"The growing problem of emphysema and related disorders was the stimulus for a planned series of emphysema conferences held annually in Aspen, Colorado, beginning in 1958 (Mitchell 1959). Roger S Mitchell and his colleagues, Giles F Filley, and John R Jack Durrance, were the driving force that launched these landmark conferences. Financial support came from the Department of Medicine of the University of Colorado pulmonary division and local and national tuberculosis associations. The major topics of the first conference included the state-of-the-art understanding of anatomy, pathology, physiology, experimental studies, natural history, unusual forms, and allergy in relation to emphysema. JH McLeans pioneering work on bronchiolitis was and remains a highlight. Liebow described vascular injury including capillary loss in emphysema, and Loosli described loss of elastic fibers. Pierce discussed lung elastin and collagen, and Brantigans lung volume reduction surgery was discussed as an innovative method of treating a small number of selected patients with advanced emphysema. Subsequent conferences discussed certain collateral subjects including asthma, the environment, and the lung and pulmonary circulation.
"	HP_0011950;HP_0002099;HP_0001596;HP_0002293
PMC2706597_38	"Beginning in the early 1960s, patients with COPD began to be saved with the use of mechanical ventilators for the management of acute respiratory failure (Petty 1971). The development of systematic therapy for nonhospitalized patients can be traced to the 8th Aspen Emphysema Conference, which was held in June 1965 (Petty 1967). This was the only Aspen Emphysema Conference devoted entirely to treatment. The Denver Group presented their first observations on ambulatory oxygen at the conference. The many topics discussed by clinicians and scientists at the conference included principles of pulmonary rehabilitation, the treatment of cor pulmonale, home care for chronic pulmonary insufficiency, and surgical treatments for emphysema. The subsequent 22nd, 26th, and 42nd Aspen Lung Conferences also had COPD as their theme.
"	HP_0006510;HP_0001648
PMC2706597_50	"The pathogenesis of COPD is complex and involves multiple mechanisms. The bottom line of these processes is inflammatory damage of the conducting airways and vascular damage of the alveolar surface of the lung, which constitutes the airblood interface. Capillary damage leads to loss of both alveolar walls and reduced elastic recoil. Inflammatory obstruction of small airways contributes to airflow obstruction; the loss of alveolar walls and airflow obstruction (as Lannec first described) are part and parcel of the pathogenesis.
"	HP_0006510
PMC2707151_12	"Despite these challenges, however, a number of large national and international surveys describing COPD mortality have been published.
"	HP_0006510
PMC2707151_39	"A wide range of pharmacological therapies have been used to treat patients with COPD. These include short-acting bronchodilators (including 2-agonists [SABA] and anticholinergics), long-acting bronchodilators (including 2-agonists [LABA], and muscarinic antagonists [LAMA] such as tiotropium), inhaled corticosteroids (ICS), oral steroids, oral theophyllines, antibiotics, and influenza and pneumococcal vaccines.
"	HP_0006510
PMC2707151_40	"Short-acting bronchodilators, including SABA and short-acting anticholinergics, are commonly used to manage symptoms and improve exercise tolerance in patients with COPD, but there is no evidence of any effect of treatment on survival. Analysis of mortality data (149 deaths) from the 5-year Lung Health Study (Buist 1997) showed no significant differences between treatment groups for all-cause mortality, including patients treated with ipratropium (Anthonisen et al 2002).
"	HP_0006510
PMC2707151_47	"Three other large pharmaco-epidemiological studies have analyzed data from the UK General Practice Research Database (GPRD) (Soriano et al 2002, 2003; Kiri et al 2005a). In the first of these studies (Soriano et al 2002), newly diagnosed patients aged  50 years were identified in primary care between 1990 and 1999. Three-year survival was significantly higher in 1045 patients who received FP and/or salmeterol (78.6%) compared with 3620 patients who received no ICS or LABA (63.6%; p<0.05). After adjusting for confounding factors, the risk of death (compared with patients who received neither ICS nor LABA) was lowest in the patients who received concomitant therapy, followed by patients who received FP alone and those who received salmeterol alone. In the second GPRD study (Soriano et al 2003), survival data were evaluated for 3636 patients who received an ICS and/or a LABA within one year of their first hospitalization and compared with a reference group of 627 patients who were prescribed short-acting bronchodilators only. One-year mortality rates were 24.3% (reference group), 17.3% (LABA only), 17.1% (ICS only), and 10.5% (ICS plus LABA). Multivariate analysis indicated that, versus no treatment, the risk of re-hospitalization or death was reduced by 16% in patients who received ICS alone (p<0.05) and by 41% in patients who received both ICS and LABA (p<0.05). In the third GPRD study (Kiri et al 2005a), survival rates were evaluated in 437 pairs of patients (matched on disease severity) who either received ICS plus LABA or ICS plus SABA within one year of their first hospitalization. Significantly fewer patients prescribed ICS with LABA experienced re-hospitalization or death within 12 months compared with those given ICS with SABA (12.1 vs 18.1%; p<0.05). In multivariate analyses, use of ICS plus LABA was associated with 40% fewer deaths than use of ICS plus SABA (RR=0.60, 95% CI: 0.37, 0.98). As ICS are generally prescribed to patients with more advanced disease, a higher risk of mortality in these patients might be expected. However, these studies demonstrated a reduction in risk with ICS, given alone or in combination with a LABA, despite the expectation of poorer prognosis.
"	HP_0004438
PMC2707151_6	"In contrast, data from Finland gathered over a 20-year period indicated that coronary heart disease and other circulatory diseases were the primary causes of death in patients with COPD (37.3%), followed by COPD itself (30.2%), lung cancer (12.1%), and other malignancies (7.9%) (Vilkman et al 1997; Keistinen et al 1998). Taken together, these data indicate that COPD itself and other respiratory causes, cardiovascular disease, and lung cancer are the most important causes of death in COPD patients.
"	HP_0006510;HP_0001626;HP_0002664
PMC2707800_18	"One study reported that withdrawal of fluticasone propionate from combined salmeterolfluticasone treatment in patients with COPD resulted in acute and persistent deterioration in lung function and dyspnoea and in increase in mild exacerbations (Wouters et al 2005). However, median percentage predicted FEV1at start of the 3 month run-in period was about 50% implying that a considerable number of patients included in this study had moderate COPD (FEV1 50% of the predicted value) for which inhaled glucocorticoids are not indicated (GICOPD 2001). On the other hand, all the patients in this study had a history of at least 2 COPD exacerbations in the last year treated with oral glucocorticoids and/or antibiotics which suggest chronic treatment with inhaled glucocorticoids (GICOPD 2001).
"	HP_0006510;HP_0002094;HP_0002098;HP_0012826
PMC2707800_19	"The effect of inhaled glucocorticoids on mortality for COPD is controversial and mainly based on retrospective data (Sin and Tu 2001; Soriano et al 2002; Fan et al 2003; Suissa 2003; Sin et al 2005). Prospective studies assessing the effect of inhaled glucocorticoids and long-acting 2-agonists, alone or in combination, on mortality in patients with COPD are in progress (Rennard 2004; Vestbo 2004).
"	HP_0006510;HP_0004438
PMC2707800_20	"Oral glucocorticoids are not generally recommended for the treatment of stable COPD due to their limited therapeutic effects and numerous systemic side effects.
"	HP_0006510
PMC2707800_27	"Vaccination can reduce severe complications and mortality from influenza in elderly patients, including those with COPD. Vaccination is recommended once in the autumn or, once in the autumn and once in the winter each year (Nichol et al 1994; Hak et al 1998). Pneumococcal vaccines have been used in COPD patients and can reduce complications of pneumonia in elderly patients, but there is no evidence to support its general use in COPD patients.
"	HP_0006510;HP_0002090;HP_0004438
PMC2707800_28	"Numerous large-scale controlled studies have shown that prophylactic antibiotics and chronic antibiotic administration have no effect on the frequency of exacerbations in COPD (MacNee and Calverley 2003). Prophylactic antibiotics are also ineffective in winter (MacNee and Calverley 2003). Current available data does not support the effectiveness of prophylactic antibiotics against bacterial infections or exacerbations of COPD.
"	HP_0006510
PMC2707802_18	"Pursed-lip breathing (PLB) (Barach et al 1995) is aimed to reduce breathing frequency and to diminish the impact of intrinsic PEEP on respiratory muscles. PLB produces a substantial increase in VT along with a reduced ventilatory rate and minute ventilation (Thoman et al 1966; Mueller et al 1970; Bianchi et al 2004). There is a direct relationship between the efficacy of PLB in reducing dyspnea and the effect on respiratory rate (Mueller et al 1970). This technique is able to increase expiratory airways pressure thus inhibiting expiratory airways collapse (Ingram et al 1967). It appears that patients that do not adopt PLB instinctively did not assume it naturally for long periods of time even when properly taught (Tiep et al 1986). In a recent study imposed PLB did not improved 6 minute-walking distance, but improved the rate of dyspnea recovery to basal levels (Garrod et al 2005). In another study, PLB reduced respiratory rate in patients with COPD during exercise on a cycle-ergometer, but the effect of imposed PLB on dyspnea were variable and related to the change that it promoted in the tidal volume and EELV (Spahija et al 2005).
"	HP_0002094;HP_0002098;HP_0006510;HP_0004756
